Sample_ID,Treatment,Variety,D_conv,z_max_abs,mahalanobis,R460,R520,R580,R660,R710,R730,R760,R780,R810,R850,R900,BF(F440),GF(F520),RF(F690),FrF(f740)
RD2_1235_3,RD2,1235,0.1730928483356376,1.987321779113604,4.026078516474761,0.0462562294671382,0.1749723927019164,0.1290371081357084,0.1196381939053292,0.0938665001517024,0.1370623347902413,0.1721360468416113,0.1865967637101449,0.0829221701586541,0.1441985601636382,0.1848289810373346,0.0615757161090465,0.0838332116412733,0.0857184962935428,0.1956479602759744
CK1_1235_3,CK1,1235,0.1730928483356376,1.6122489238089106,3.9878669802895566,0.034046262985837,0.1542549535317295,0.0882198958065498,0.1194662954778013,0.0566935078997255,0.1301073069441671,0.2765650969107759,0.2504290288223844,0.3112253093571417,0.3259697953444709,0.2948213398490234,0.060593307256312,0.0815327871205579,0.0666367987321986,0.2803375398385531
RD2_1235_2,RD2,1235,0.1730928483356376,1.872857874429939,3.8884930406933624,0.0429690239554638,0.2035322585223539,0.1330813470542593,0.1466615728572022,0.0715729046769944,0.1467615728572022,0.2051756086810255,0.1846205740712901,0.1699506015034621,0.1467615728572022,0.1319468369326176,0.0640735826829795,0.0861522080429355,0.0862705663569247,0.1902671373720995
RD2_1235_1,RD2,1235,0.1730928483356376,2.4967238283858637,3.587861417282642,0.0302537575611256,0.1382426503211118,0.0914616963050432,0.1033112373296545,0.0603939989283767,0.1034112373296545,0.0877111944383927,0.0812091086075715,0.0988416982185109,0.1488958783995316,0.1504393339297037,0.0681339147049841,0.0923174921138322,0.0864160585726514,0.2041161403558446
CK1_1235_1,CK1,1235,0.1730928483356376,1.784397737269945,3.5774279509352844,0.0362364062580721,0.1745304358425281,0.1310406046272519,0.0824434975543254,0.0623887257104514,0.1148529730861743,0.2023317277136957,0.260427867455333,0.2756907377069945,0.2545198752519093,0.2588791283277568,0.0598410888580996,0.0819489659441697,0.0647670341477394,0.2791352602436702
D1_1235_3,D1,1235,0.1730928483356376,0.9988846936060755,3.5334089743538692,0.0352943154082973,0.1447165381801248,0.1483689308684503,0.1588348936295456,0.0930454195244529,0.1700077488924535,0.2402901038711107,0.2605261266710924,0.2026934934898093,0.2200672121552996,0.2649034283189034,0.062030496718071,0.0825855664900779,0.0867543162823608,0.1651569599675472
D1_1235_2,D1,1235,0.1730928483356376,1.5678165815265495,3.2515538194287705,0.0295957429635171,0.1300983643618538,0.1178005893840065,0.1156441517098953,0.0608832662171597,0.1157441517098954,0.1610802534758289,0.1776978972517545,0.2191093567039574,0.2362470295784238,0.2174279152316597,0.063674761226168,0.0869995290307571,0.0900066376387235,0.1762584682819152
D1_1235_1,D1,1235,0.1730928483356376,0.9996183875507402,3.0784590048869895,0.0502919269832149,0.1532142451010895,0.1673211872856766,0.1618420454586241,0.1140728933522092,0.1775355941038383,0.2798677774265782,0.2521466142618933,0.2173409770663412,0.2376409367125859,0.2312427269649805,0.0659713629275719,0.094477872228834,0.0919013436222732,0.247030984287547
CK1_1235_2,CK1,1235,0.1730928483356376,1.6942860036426495,3.060841163028198,0.0375341358818304,0.1268488506073218,0.115304892726222,0.1062237673713767,0.0694598100175063,0.1264227813700572,0.1920122260017478,0.2724382936163779,0.2140595437309703,0.2466509357900662,0.2194521825303969,0.0570457378642374,0.0851492761032125,0.068280249094001,0.2674766335014671
